id,crop,disease,causal_agent,symptoms_identification,organic_control,chemical_control
937,Tomato (Greenhouse),Powdery Mildew,Oidium/Erysiphe,White powder on leaves reducing vigor. Common after heavy rainfall or poor drainage.,Introduce beneficial microbes; use cultural practices and timely pruning.,Use systemic insecticide/fungicide as per extension recommendations; observe pre-harvest interval.
938,Tomato (Greenhouse),Downy Mildew,Peronospora spp.,Yellow patches and downy growth on leaf undersides. Often noticed in dense canopies and late season.,Introduce beneficial microbes; use cultural practices and timely pruning.,Use systemic insecticide/fungicide as per extension recommendations; observe pre-harvest interval.
283,Turmeric,Fusarium Wilt,Fusarium spp.,"Wilting, yellowing and vascular discoloration in roots/stems. Occurs frequently under stress or high nitrogen levels.",Introduce beneficial microbes; use cultural practices and timely pruning.,Use systemic insecticide/fungicide as per extension recommendations; observe pre-harvest interval.
284,Turmeric,Phytophthora Rot,Phytophthora spp.,Stem/root rots causing collapse. Common after heavy rainfall or poor drainage.,Seed treatment with Trichoderma; use compost and biofertilizers; ensure good drainage.,Use systemic insecticide/fungicide as per extension recommendations; observe pre-harvest interval.
285,Turmeric,Leaf Spot,Alternaria/Cercospora,Brown/black spots leading to defoliation. Common after heavy rainfall or poor drainage.,Seed treatment with Trichoderma; use compost and biofertilizers; ensure good drainage.,Follow local agricultural extension chemical recommendations with PPE.
811,Vanilla,Late Blight,Phytophthora infestans,Water-soaked lesions on leaves and fruits; white sporulation under humid conditions. Occurs frequently under stress or high nitrogen levels.,Use resistant varieties; practice crop rotation; apply neem-based biopesticide; remove infected residues.,Follow local agricultural extension chemical recommendations with PPE.
812,Vanilla,Early Blight,Alternaria solani,Concentric ring lesions on leaves; fruit spots. Common after heavy rainfall or poor drainage.,Introduce beneficial microbes; use cultural practices and timely pruning.,Follow local agricultural extension chemical recommendations with PPE.
813,Vanilla,Bacterial Spot,Xanthomonas/ Pseudomonas,Water-soaked lesions with yellow halos on leaves and fruits. Often noticed in dense canopies and late season.,Introduce beneficial microbes; use cultural practices and timely pruning.,Follow local agricultural extension chemical recommendations with PPE.
814,Vanilla,Powdery Mildew,Oidium/Erysiphe,White powder on leaves reducing vigor. Symptoms worsen in humid conditions.,Introduce beneficial microbes; use cultural practices and timely pruning.,"Apply recommended fungicide according to label (e.g., Propiconazole, Tricyclazole) following safety guidelines."
815,Vanilla,Downy Mildew,Peronospora spp.,Yellow patches and downy growth on leaf undersides. Symptoms worsen in humid conditions.,Use resistant varieties; practice crop rotation; apply neem-based biopesticide; remove infected residues.,Follow local agricultural extension chemical recommendations with PPE.
870,Walnut,Late Blight,Phytophthora infestans,Water-soaked lesions on leaves and fruits; white sporulation under humid conditions. Symptoms worsen in humid conditions.,Introduce beneficial microbes; use cultural practices and timely pruning.,Follow local agricultural extension chemical recommendations with PPE.
871,Walnut,Early Blight,Alternaria solani,Concentric ring lesions on leaves; fruit spots. Common after heavy rainfall or poor drainage.,Use resistant varieties; practice crop rotation; apply neem-based biopesticide; remove infected residues.,Use systemic insecticide/fungicide as per extension recommendations; observe pre-harvest interval.
872,Walnut,Bacterial Spot,Xanthomonas/ Pseudomonas,Water-soaked lesions with yellow halos on leaves and fruits. Common after heavy rainfall or poor drainage.,Introduce beneficial microbes; use cultural practices and timely pruning.,"Apply recommended fungicide according to label (e.g., Propiconazole, Tricyclazole) following safety guidelines."
873,Walnut,Powdery Mildew,Oidium/Erysiphe,White powder on leaves reducing vigor. Often noticed in dense canopies and late season.,Use resistant varieties; practice crop rotation; apply neem-based biopesticide; remove infected residues.,"Apply recommended fungicide according to label (e.g., Propiconazole, Tricyclazole) following safety guidelines."
874,Walnut,Downy Mildew,Peronospora spp.,Yellow patches and downy growth on leaf undersides. Symptoms worsen in humid conditions.,Seed treatment with Trichoderma; use compost and biofertilizers; ensure good drainage.,"Apply recommended fungicide according to label (e.g., Propiconazole, Tricyclazole) following safety guidelines."
9,Wheat,Rust,Puccinia spp.,"Orange/rust pustules on leaves and stems, reducing photosynthetic area. Occurs frequently under stress or high nitrogen levels.",Use resistant varieties; practice crop rotation; apply neem-based biopesticide; remove infected residues.,Follow local agricultural extension chemical recommendations with PPE.
10,Wheat,Powdery Mildew,Blumeria graminis,White powder on leaves; stunted growth and reduced grain. Symptoms worsen in humid conditions.,Introduce beneficial microbes; use cultural practices and timely pruning.,Follow local agricultural extension chemical recommendations with PPE.
11,Wheat,Karnal Bunt,Tilletia indica,"Dark, foul-smelling grains; affects trade quality. Occurs frequently under stress or high nitrogen levels.",Introduce beneficial microbes; use cultural practices and timely pruning.,"Apply recommended fungicide according to label (e.g., Propiconazole, Tricyclazole) following safety guidelines."
12,Wheat,Fusarium Head Blight,Fusarium spp.,Bleached spikelets with pinkish mold under humid conditions. Often noticed in dense canopies and late season.,Seed treatment with Trichoderma; use compost and biofertilizers; ensure good drainage.,Follow local agricultural extension chemical recommendations with PPE.
13,Wheat,Loose Smut,Ustilago tritici,Spikelets replaced by black spore masses. Common after heavy rainfall or poor drainage.,Introduce beneficial microbes; use cultural practices and timely pruning.,Use systemic insecticide/fungicide as per extension recommendations; observe pre-harvest interval.
732,Yam,Late Blight,Phytophthora infestans,Water-soaked lesions on leaves and fruits; white sporulation under humid conditions. Often noticed in dense canopies and late season.,Seed treatment with Trichoderma; use compost and biofertilizers; ensure good drainage.,Follow local agricultural extension chemical recommendations with PPE.
733,Yam,Early Blight,Alternaria solani,Concentric ring lesions on leaves; fruit spots. Often noticed in dense canopies and late season.,Introduce beneficial microbes; use cultural practices and timely pruning.,"Apply recommended fungicide according to label (e.g., Propiconazole, Tricyclazole) following safety guidelines."
734,Yam,Bacterial Spot,Xanthomonas/ Pseudomonas,Water-soaked lesions with yellow halos on leaves and fruits. Symptoms worsen in humid conditions.,Use resistant varieties; practice crop rotation; apply neem-based biopesticide; remove infected residues.,Follow local agricultural extension chemical recommendations with PPE.
735,Yam,Powdery Mildew,Oidium/Erysiphe,White powder on leaves reducing vigor. Often noticed in dense canopies and late season.,Introduce beneficial microbes; use cultural practices and timely pruning.,"Apply recommended fungicide according to label (e.g., Propiconazole, Tricyclazole) following safety guidelines."
736,Yam,Downy Mildew,Peronospora spp.,Yellow patches and downy growth on leaf undersides. Often noticed in dense canopies and late season.,Introduce beneficial microbes; use cultural practices and timely pruning.,Follow local agricultural extension chemical recommendations with PPE.
